"","feature_name","p_value","is_cat"
"431","z_gr022rpi2","0.555064191995383","FALSE"
"432","z_gr022rpi3","0.542179623668126","FALSE"
"433","z_gr022rpi4","0.376259742238844","FALSE"
"434","z_gr022rpi5","0.759300989943142","FALSE"
"435","z_gr023rpci1","1.23060418132369e-22","FALSE"
"436","z_gr023rpci2","6.73142752707089e-23","FALSE"
"437","z_gr023rpci3","6.05770225671607e-23","FALSE"
"438","z_gr023rpci4","9.96201128372513e-24","FALSE"
"439","z_gr023rpci5","4.82476978416281e-23","FALSE"
"440","z_gr028rpi1","0.00047389591765495","TRUE"
"441","z_gr028rpi2","0.000443702149047426","TRUE"
"442","z_gr028rpi3","0.000603778091700179","TRUE"
"443","z_gr028rpi4","0.00044863819084177","TRUE"
"444","z_gr028rpi5","0.000526295347089982","TRUE"
"445","z_gr029rpi1","0.414070965870403","FALSE"
"446","z_gr029rpi2","0.372126450134704","FALSE"
"447","z_gr029rpi3","0.113149308435963","FALSE"
"448","z_gr029rpi4","0.226726484056561","FALSE"
"449","z_gr029rpi5","0.179670785380871","FALSE"
"450","z_gr030rpi1","0.0955732734316768","FALSE"
"451","z_gr030rpi2","0.10153962668683","FALSE"
"452","z_gr030rpi3","0.17748791728217","FALSE"
"453","z_gr030rpi4","0.0780520298796335","FALSE"
"454","z_gr030rpi5","0.159637876644875","FALSE"
"455","z_gr031rpci1","0.394490637595348","FALSE"
"456","z_gr031rpci2","0.436870685754579","FALSE"
"457","z_gr031rpci3","0.106623171671947","FALSE"
"458","z_gr031rpci4","0.213174021975071","FALSE"
"459","z_gr031rpci5","0.142846783940882","FALSE"
"460","z_gr024rpi1","4.50276704587911e-10","TRUE"
"461","z_gr024rpi2","1.2475020643894e-09","TRUE"
"462","z_gr024rpi3","6.45641624107732e-10","TRUE"
"463","z_gr024rpi4","8.31141726357531e-10","TRUE"
"464","z_gr024rpi5","7.79114047188581e-10","TRUE"
"465","z_gr025rpi1","6.1573067095334e-06","FALSE"
"466","z_gr025rpi2","3.44619439808315e-05","FALSE"
"467","z_gr025rpi3","1.1757600796321e-05","FALSE"
"468","z_gr025rpi4","3.13490916678842e-06","FALSE"
"469","z_gr025rpi5","3.98339107935664e-06","FALSE"
"470","z_gr026rpi1","0.0264873341048924","FALSE"
"471","z_gr026rpi2","0.0334816712848011","FALSE"
"472","z_gr026rpi3","0.0183351963479787","FALSE"
"473","z_gr026rpi4","0.0124220366583823","FALSE"
"474","z_gr026rpi5","0.0192415164037544","FALSE"
"475","z_gr027rpci1","2.24168100492711e-06","FALSE"
"476","z_gr027rpci2","3.5550325594985e-06","FALSE"
"477","z_gr027rpci3","4.31067224643633e-06","FALSE"
"478","z_gr027rpci4","6.80087850568416e-07","FALSE"
"479","z_gr027rpci5","7.49871112121683e-07","FALSE"
"480","z_gr032rpi1","1.46897755451802e-07","TRUE"
"481","z_gr032rpi2","1.31383143466837e-07","TRUE"
"482","z_gr032rpi3","1.71494534313981e-07","TRUE"
"483","z_gr032rpi4","1.65424281200441e-07","TRUE"
